509	1	0	0
660	1	1	0
569	1	1	0
539	1	1	0
485	1	0	0
539	1	0	0
556	1	0	0
559	1	1	0
535	1	0	0
556	1	1	0
556	1	1	0
534	1	1	0
521	1	1	0
497	1	0	0
502	1	0	0
536	1	1	0
508	1	0	0
523	1	1	0
524	1	1	0
526	1	0	0
502	1	1	0
474	1	0	0
486	1	0	0
471	1	0	0
556	1	1	0
484	1	0	0
564	1	1	0
489	1	0	0
542	1	1	0
511	1	0	0
536	1	1	0
528	1	1	0
515	1	0	0
525	1	0	0
556	1	1	0
504	1	0	0
546	1	1	0
522	1	1	0
519	1	0	0
527	1	1	0
520	1	0	0
522	1	0	0
526	1	1	0
542	1	1	0
538	1	1	0
515	1	0	0
518	1	0	0
519	1	0	0
537	1	1	0
540	1	1	0
531	1	1	0
540	1	1	0
519	1	0	0
517	1	0	0
517	1	0	0
528	1	1	0
535	1	0	0
541	1	1	0
528	1	0	0
529	1	0	0
550	1	1	0
541	1	1	0
532	1	1	0
542	1	1	0
504	1	0	0
547	1	1	0
546	1	1	0
520	1	1	0
506	1	1	0
513	1	1	0
514	1	1	0
511	1	0	0
510	1	1	0
491	1	0	0
509	1	0	0
514	1	0	0
513	1	0	0
503	1	1	0
490	1	1	0
508	1	1	0
500	1	0	0
510	1	0	0
489	1	1	0
500	1	0	0
494	1	1	0
505	1	0	0
484	1	0	0
497	1	0	0
506	1	0	0
492	1	0	0
494	1	0	0
511	1	0	0
495	1	0	0
503	1	0	0
534	1	1	0
514	1	0	0
498	1	0	0
547	1	0	0
532	1	1	0
552	1	0	0
555	1	1	0
547	1	1	0
545	1	1	0
557	1	1	0
495	1	0	0
543	1	1	0
490	1	0	0
548	1	1	0
494	1	0	0
548	1	0	0
542	1	1	0
559	1	1	0
487	1	0	0
541	1	1	0
508	1	0	0
543	1	1	0
506	1	0	0
542	1	1	0
507	1	0	0
547	1	1	0
513	1	0	0
499	1	0	0
550	1	1	0
529	1	1	0
502	1	1	0
499	1	0	0
517	1	0	0
554	1	1	0
506	1	1	0
548	1	1	0
517	1	1	0
502	1	0	0
547	1	1	0
503	1	0	0
552	1	1	0
499	1	0	0
539	1	0	0
553	1	1	0
511	1	0	0
527	1	0	0
551	1	1	0
508	1	0	0
529	1	0	0
511	1	0	0
541	1	0	0
551	1	1	0
546	1	1	0
502	1	1	0
508	1	0	0
504	1	0	0
548	1	1	0
504	1	0	0
547	1	1	0
500	1	1	0
498	1	0	0
557	1	1	0
512	1	0	0
536	1	1	0
502	1	0	0
530	1	0	0
500	1	0	0
537	1	1	0
496	1	1	0
498	1	0	0
504	1	1	0
539	1	1	0
506	1	0	0
498	1	0	0
536	1	1	0
500	1	0	0
540	1	1	0
490	1	0	0
552	1	0	0
538	1	1	0
540	1	1	0
533	1	1	0
501	1	0	0
552	1	1	0
513	1	0	0
498	1	0	0
538	1	1	0
513	1	0	0
529	1	1	0
544	1	1	0
492	1	0	0
536	1	1	0
491	1	0	0
513	1	0	0
526	1	1	0
536	1	1	0
507	1	1	0
539	1	0	0
502	1	1	0
552	1	0	0
548	1	1	0
531	1	1	0
506	1	0	0
546	1	1	0
500	1	0	0
532	1	1	0
